id,title,artist,artist_ids,album,popularity,duration_ms,genres,bpm,energy,valence,danceability,loudness,bpm_estimated,language,spotify_url
18kRElgBSIAsd3DHPUajuI,Jatt Vailly,"Diljit Dosanjh, thiarajxtt",2FKWNmZWDBZR4dE5KX4plR|54BjV0qctcWp8xOip7uaJD,Ghost,50,151989,,128,0.55,0.52,0.31,-11.3,True,hindi,https://open.spotify.com/track/18kRElgBSIAsd3DHPUajuI
0lZhDg6xVjHLwL5zYd6nkL,Jawan Title Track,"Anirudh Ravichander, Raja Kumari",4zCH9qm4R2DADamUHMCa6O|5cBFMoMgcAt03YL2r0tS25,Jawan,50,188102,,143,0.43,0.29,0.47,-7.7,True,hindi,https://open.spotify.com/track/0lZhDg6xVjHLwL5zYd6nkL
7BOMm2gouxtIB2oxfSzPi6,Jawan Title Track,"Anirudh Ravichander, Raja Kumari",4zCH9qm4R2DADamUHMCa6O|5cBFMoMgcAt03YL2r0tS25,Jawan (TAMIL),50,188102,,103,0.4,0.57,0.81,-7.7,True,hindi,https://open.spotify.com/track/7BOMm2gouxtIB2oxfSzPi6
45q2h2m2EW0nH3VYBVbTx2,Jazba - Workout Remix,"Salim–Sulaiman, Shilpa Rao, Amitabh Bhattacharya, Salim-Sulaiman, Shilpa Rao, Amitabh Bhattacharya",6ohaQzKaXrobAL8paLSaxq|19LIHDDSHBD5NyYHI3gpzB|2fMqTqiTxUDlmcOEPaQSsx|2HwEkkmJASj8faaT7t0tHR,Dance Workout Mix,50,218507,,146,0.44,0.54,0.44,-5.7,True,english,https://open.spotify.com/track/45q2h2m2EW0nH3VYBVbTx2
4ftYHCrekIAj1eCwSwQiaF,Jee Karda - Rock Version,"Sachin-Jigar, Divya Kumar",1mBydYMVBECdDmMfE2sEUO|0NErdIJtuKBjtxKmlqaWdj,Badlapur (Original Motion Picture Soundtrack),50,239285,,170,0.42,0.53,0.51,-9.1,True,hindi,https://open.spotify.com/track/4ftYHCrekIAj1eCwSwQiaF
2itOy9nyoGEEwUcA79AYhX,Jeet Ka Josh - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,205000,,125,0.46,0.35,0.72,-5.3,True,hindi,https://open.spotify.com/track/2itOy9nyoGEEwUcA79AYhX
7i7WOWfyIfjkhvDFXMw7Qh,Jhalleyaa,"Shashaa Tirupati, Elephant Gym",12CpR4SNDzVIlDoPSeNFeW|2rqNUPgkBgbhcRabUQ5C9g,Jhalleyaa,50,257000,,140,0.5,0.25,0.34,-10.3,True,hindi,https://open.spotify.com/track/7i7WOWfyIfjkhvDFXMw7Qh
1qhVQiTd8Kenzb97YZ0d9K,Jidd,SANTOSH SARODE,1oesDzw2EYdno8AsVTgDMU,Jidd,50,394105,,167,0.66,0.56,0.87,-9.9,True,hindi,https://open.spotify.com/track/1qhVQiTd8Kenzb97YZ0d9K
1L3wQFwMM5SOsukSwOAazK,Jigra,"Shashwat Sachdev, Siddharth Basrur, Kumaar",465OXuCU8YZNmVG1leLwQ9|6PtoffEX0RiktNdmCeuWkl|0m3D4grap8VFSzbJMqgNVk,Uri - The Surgical Strike (Original Motion Picture Soundtrack),50,240000,,172,0.84,0.74,0.88,-13.3,True,hindi,https://open.spotify.com/track/1L3wQFwMM5SOsukSwOAazK
6B8V39HFto6c8Y7Aj3SVZu,Jigra,"Shashwat Sachdev, Siddharth Basrur, Kumaar",465OXuCU8YZNmVG1leLwQ9|6PtoffEX0RiktNdmCeuWkl|0m3D4grap8VFSzbJMqgNVk,Bollywood Rage Mode,50,240000,,152,0.43,0.47,0.81,-12.0,True,hindi,https://open.spotify.com/track/6B8V39HFto6c8Y7Aj3SVZu
4EKXrOXRZyUZBqeRcP14if,Jigra Title Track,"Vedang Raina, Achint, Varun Grover",1X95l2wU2j5wskoTNOwfLB|4bvGDTEPFnllKiJaEZGuXk|23tDn4nvBiCQroeeCwwCWT,Jigra,50,194634,,120,0.55,0.41,0.83,-8.8,True,hindi,https://open.spotify.com/track/4EKXrOXRZyUZBqeRcP14if
6wbhvHacR2z28Cm7bTteJV,"Jigra Title Track (From ""Jigra"")","Vedang Raina, Achint, Varun Grover",1X95l2wU2j5wskoTNOwfLB|4bvGDTEPFnllKiJaEZGuXk|23tDn4nvBiCQroeeCwwCWT,"Jigra Title Track (From ""Jigra"")",50,194634,,153,0.72,0.53,0.34,-7.9,True,hindi,https://open.spotify.com/track/6wbhvHacR2z28Cm7bTteJV
4Uq4P39E6MjtvaCKue0yQr,Jind Jaan Bhangra,"Gurpreet Guni, Supneet Singh",5eed5NKFvsYHsgNPbztczR|5eYBeTpz3xlGHWjzcKFXu3,Jind Jaan Bhangra,50,179268,,102,0.5,0.61,0.4,-14.7,True,hindi,https://open.spotify.com/track/4Uq4P39E6MjtvaCKue0yQr
2zIeWrTODipE6Psbyue1JL,Jogging,WORKOUT,4OoHBmzz4LC2Bdz8cPmbiU,One Hour Running Music – Top Workout Songs for Running and Jogging,50,187089,,92,0.73,0.49,0.61,-14.1,True,english,https://open.spotify.com/track/2zIeWrTODipE6Psbyue1JL
3mEcnb1NOKYSkmqoRvlUe8,Jogging and Running,Jason T. Mattwalsh,5aMapLAoaKS10YH3IINRkg,Top 10 Workout Songs - Fast Exercise Songs,50,125500,,131,0.7,0.61,0.8,-14.7,True,english,https://open.spotify.com/track/3mEcnb1NOKYSkmqoRvlUe8
7xInl0ICp5i3Mt6dKPZPGT,Jolly O Gymkhana,"Thalapathy Vijay, Anirudh Ravichander",0fhunuOz2OuOEr3YK5ctSm|4zCH9qm4R2DADamUHMCa6O,Beast (Original Motion Picture Soundtrack),50,208064,,166,0.57,0.61,0.52,-14.0,True,english,https://open.spotify.com/track/7xInl0ICp5i3Mt6dKPZPGT
6lpbzOMBOYHRsp6WEMvRvn,"Jolly O Gymkhana (From ""Beast"")","Thalapathy Vijay, Anirudh Ravichander",0fhunuOz2OuOEr3YK5ctSm|4zCH9qm4R2DADamUHMCa6O,"Jolly O Gymkhana (From ""Beast"")",50,208064,,103,0.52,0.79,0.87,-11.8,True,english,https://open.spotify.com/track/6lpbzOMBOYHRsp6WEMvRvn
13qXyQlUgPHkfner0KR8MF,"Jolly O Gymkhana (From ""Beast"")","Anirudh Ravichander, Vijay, Ku Karthik",4zCH9qm4R2DADamUHMCa6O|0TXGi7H5SfMrW3nNmKaAuw|7L5BLP9ezpFtEOas3AR0Ny,Ultimate Mass Songs - Anirudh Ravichander,50,208064,,158,0.86,0.6,0.77,-6.5,True,english,https://open.spotify.com/track/13qXyQlUgPHkfner0KR8MF
7vGyUT3wlEPrI0zN2GewU7,"Jollyo Gymkhana (From ""Beast"")","Nakash Aziz, Anirudh Ravichander",4kq8z3vydHjPDggxb16ErB|4zCH9qm4R2DADamUHMCa6O,"Jollyo Gymkhana (From ""Beast"")",50,208064,,129,0.8,0.8,0.57,-13.7,True,english,https://open.spotify.com/track/7vGyUT3wlEPrI0zN2GewU7
4VvMqPTlw4qN7KiJ8OSV1S,"Jollyo Gymkhana (From ""Beast"")","Nakash Aziz, Anirudh Ravichander",4kq8z3vydHjPDggxb16ErB|4zCH9qm4R2DADamUHMCa6O,"Jollyo Gymkhana (From ""Beast"")",50,208064,,130,0.8,0.24,0.34,-10.9,True,english,https://open.spotify.com/track/4VvMqPTlw4qN7KiJ8OSV1S
7c2O1ioyshfkbRFaQDPlrA,Josh Mein - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,200000,,100,0.58,0.26,0.63,-10.2,True,hindi,https://open.spotify.com/track/7c2O1ioyshfkbRFaQDPlrA
6ii7ch9YxtfdTDbwWlspqj,Judge,Mankirt Aulakh,3uHUKCspaCzAab9A3LlGAr,Judge,50,181394,,107,0.88,0.4,0.34,-9.8,True,hindi,https://open.spotify.com/track/6ii7ch9YxtfdTDbwWlspqj
7aUNxseYyLU03gOAIElWK4,Jugni 2.0,"Kanika Kapoor, Mumzy Stranger, DJ LYAN",6qcIg4IPLulyc03mWR87N8|1ZjTtkG8iHppYgibGNc4rw|34RXskrFhZmHo54xTt9L0B,Bollywood Workout Hits,50,184615,,169,0.7,0.56,0.64,-13.0,True,hindi,https://open.spotify.com/track/7aUNxseYyLU03gOAIElWK4
09Q0LYcLol1C8HOZ6pIRdO,"Jujubee (From ""Jailer"")","Anirudh Ravichander, Dhee, Ananthakrrishnan, Super Subu",4zCH9qm4R2DADamUHMCa6O|77YvCBWe0tTLygpgSJsdOH|07ziSY1M5vTjGnNtW9WNeR|6sXT8Cggm4tmoxhVjaUVs0,"Jujubee (From ""Jailer"")",50,167272,,153,0.85,0.66,0.58,-12.8,True,english,https://open.spotify.com/track/09Q0LYcLol1C8HOZ6pIRdO
7rBYCLcWM2nraA7XqCIgfn,Jump,"R Nait, Gurlez Akhtar",4buk1Dwc5ynSnOGVeMJOON|55kkrbuMkdzPGD7YGA6xrJ,Jump,50,170199,,121,0.62,0.82,0.58,-10.9,True,hindi,https://open.spotify.com/track/7rBYCLcWM2nraA7XqCIgfn
41xUUjbsvoejYvAUzutrwr,"Jungle Beast Theme (From ""Kattalan"")",Ravi Basrur,2q1LRGJHpFxovU8Tz6OgRn,"Jungle Beast Theme (From ""Kattalan"")",50,105198,,142,0.6,0.74,0.89,-11.3,True,english,https://open.spotify.com/track/41xUUjbsvoejYvAUzutrwr
3mdBVXqxzdun0gjRaAcARj,Jungle Mein Kaand,"Sachin-Jigar, Vishal Dadlani, Sukhwinder Singh, Siddharth Basrur, Amitabh Bhattacharya",1mBydYMVBECdDmMfE2sEUO|6CXEwIaXYfVJ84biCxqc9k|19MVxKZZdPj2X0F8pi0OCT|6PtoffEX0RiktNdmCeuWkl|2fMqTqiTxUDlmcOEPaQSsx,Bollywood Workout Hits,50,166523,,144,0.54,0.47,0.3,-5.5,True,hindi,https://open.spotify.com/track/3mdBVXqxzdun0gjRaAcARj
26S82HwuFduLLNWzL1tS9x,Junoon - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,200000,,98,0.72,0.84,0.78,-11.0,True,hindi,https://open.spotify.com/track/26S82HwuFduLLNWzL1tS9x
7faPLfXQLorEJhoX4tlScg,"Kaal Dhamaal (From ""Kaal"") - 102 BPM","Salim–Sulaiman, Kunal Ganjawala, Ravi ""Rags"" Khote, Caralisa Monteiro, Salim Merchant",6ohaQzKaXrobAL8paLSaxq|3t4P7aXVor3NxlJPZxLzOQ|7jhqJGN86YT2lS3i1HgO13|2Yf4MRVpt0rcAd5y5h5ph1|1TbRSunWGZ46mqnapcWxrm,Workout Bollywood Style: 60 Mins Non Stop Mix,50,70000,,132,0.86,0.66,0.71,-5.7,True,hindi,https://open.spotify.com/track/7faPLfXQLorEJhoX4tlScg
5gsIUoK6WeFLRSwp3zqKCZ,Kaalamaadan Gaanam,"Nivas K Prasanna, V.M. Mahalingam, Mari Selvaraj",3RN1T82XXhayseL1rCdJnp|6mHtkNCvRoFV9XMzvjSF1u|38Zkf8fQfCpFzXsHfGVRdF,Bison Kaalamaadan (Original Motion Picture Soundtrack),50,297435,,143,0.57,0.21,0.77,-8.1,True,english,https://open.spotify.com/track/5gsIUoK6WeFLRSwp3zqKCZ
18MUpX6fxAqErKfkFWcYjm,"Kaalamaadan Gaanam - From ""Bison Kaalamaadan""","Nivas K Prasanna, V.M. Mahalingam, Mari Selvaraj",3RN1T82XXhayseL1rCdJnp|6mHtkNCvRoFV9XMzvjSF1u|38Zkf8fQfCpFzXsHfGVRdF,"Kaalamaadan Gaanam (From ""Bison Kaalamaadan"")",50,297435,,179,0.52,0.42,0.79,-15.0,True,english,https://open.spotify.com/track/18MUpX6fxAqErKfkFWcYjm
6Mofw5TbhSoS7OswSkK63g,"Kaali Maa (From ""Salaar Cease Fire - Hindi"")","Ravi Basrur, Riya Mukherjee, Shashika Mooruth",2q1LRGJHpFxovU8Tz6OgRn|3tbZvcC2kvWyAEWHwtUTp2|6TItLK573JuUTHt4gkqmxW,Salaar Cease Fire - Hindi (Original Motion Picture Soundtrack),50,97500,,98,0.78,0.37,0.35,-10.6,True,hindi,https://open.spotify.com/track/6Mofw5TbhSoS7OswSkK63g
06kY7mcEukQMojwr5tXxEr,Kadam Badha - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,225000,,141,0.83,0.52,0.53,-8.4,True,hindi,https://open.spotify.com/track/06kY7mcEukQMojwr5tXxEr
7wVLaPv8dzNtYNe0RQVzxj,Kala Chashma,"Prem & Hardeep, Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Amrik Singh",4ZPpGYjIb5caOhHhQANO8P|3f7Qfkua3IcRpUFzUaUnrX|0y59o4v8uw5crbN9M3JiL1|5f4QpKfy7ptCHwTqspnSJI|0Te1QGD9jtzrxPa8nie9OQ|1Sqacm1VMROsVrDOUwxS5G,Bollywood Workout Hits,50,187006,,92,0.4,0.56,0.71,-14.6,True,hindi,https://open.spotify.com/track/7wVLaPv8dzNtYNe0RQVzxj
5FH5i2M8InCOFGlQ37H4BB,Kamli,"Mankirt Aulakh, Ikwinder Singh, Veet Baljit, Kammy Grewal",3uHUKCspaCzAab9A3LlGAr|0gv7hUkKAlpoDixKDJA2vs|4Ax6JQQBWP2BqmmcbVvZwl|2AAvCEhV8btmTaMu48MEl4,Best of 2019 Bhangra Hits,50,201299,,179,0.43,0.85,0.61,-6.9,True,hindi,https://open.spotify.com/track/5FH5i2M8InCOFGlQ37H4BB
7gZwhDmzciskHbZemjf931,Kar Har Maidaan Fateh,"Sukhwinder Singh, Shreya Ghoshal",19MVxKZZdPj2X0F8pi0OCT|0oOet2f43PA68X5RxKobEy,Sanju,50,312157,,147,0.42,0.75,0.7,-13.5,True,hindi,https://open.spotify.com/track/7gZwhDmzciskHbZemjf931
3FHl1QYu76zguwjqhqcglX,"Kar Har Maidaan Fateh (From ""Sanju"")","Sukhwinder Singh, Shreya Ghoshal, Vikram Montrose",19MVxKZZdPj2X0F8pi0OCT|0oOet2f43PA68X5RxKobEy|0aXLGxJ65wok0y1bVG6flg,"Kar Har Maidaan Fateh (From ""Sanju"")",50,312157,,173,0.4,0.8,0.75,-12.1,True,hindi,https://open.spotify.com/track/3FHl1QYu76zguwjqhqcglX
6dslc7eAm6cgdkKFBZ7vib,Kasam Se,"Armaan Malik, Amaal Mallik",4IKVDbCSBTxBeAsMKjAuTs|76fuWYgIf3TVIopTs3vaJ6,Desi Gym Pump Music,50,185648,,93,0.75,0.49,0.47,-10.0,True,hindi,https://open.spotify.com/track/6dslc7eAm6cgdkKFBZ7vib
4g7h9teMEHUDn0ecQqg9M4,Katravai Patravai,"Yogi B, Arunraja Kamaraj, Roshan Jamrock, Santhosh Narayanan, Kabilan",614RN5ndeqpLlqg1yDbjtm|3jw6WnDlhrKkNjgcp8JGQe|2ITH4nPbFeZ2Dj4zAIvl7S|5FVBduYaeVBb6JIghza7v6|2MxriAGmcX5lgQt3SFyru6,Kaala (Original Motion Picture Soundtrack) - Tamil,50,225757,,130,0.44,0.84,0.57,-7.4,True,english,https://open.spotify.com/track/4g7h9teMEHUDn0ecQqg9M4
1N0KlCrgOFbal6VI1bvluq,Keep On Running,Neptunica,5dGsIOepO9ufQlXjW8KrPL,Keep On Running,50,129298,,139,0.47,0.69,0.62,-6.0,True,english,https://open.spotify.com/track/1N0KlCrgOFbal6VI1bvluq
61VCkRKbD5fOXFefVbYE2p,Keep The Pace,Hanbit Yu,6EwFg9rHS30Z3GWgMlyHf9,"RUNNING & WORKOUT, Vol. 18",50,190480,,170,0.64,0.52,0.48,-6.5,True,english,https://open.spotify.com/track/61VCkRKbD5fOXFefVbYE2p
3PZqm20KRuxcka2daV7XJn,Kertzagem - Speed Up,"home4circus, brutal adam, 1NZZiDENT",3KpcZihtDYQR2OBEdhBjaE|4yZV6EOU0wk20DcIVtwbHS|4MuoaKFdoOfyIYA9y31GLg,Kertzagem (Tiktok Version),50,78528,,143,0.53,0.41,0.7,-10.0,True,english,https://open.spotify.com/track/3PZqm20KRuxcka2daV7XJn
2KbjEhD9UZWgRIfmoQBb0u,"Khadke Glassy - From ""Jabariya Jodi""","Yo Yo Honey Singh, Ashok Mastie, Jyotica Tangri, Channi Rakhala, Bonafide, Koncept",7uIbLdzzSEqnX0Pkrb56cR|4Tgckldx1Aq3eGdjsBig1I|5wQDQFm7Ku8WWGi5xqJ9lp|5zDAwOU58LnRJa6ioecSWX|71lCqsaQXjuCSOcC7olKTL|1vInbTSMFJUspkFo3PsSZL,Bollywood Workout Hits,50,200710,,175,0.86,0.75,0.36,-11.5,True,hindi,https://open.spotify.com/track/2KbjEhD9UZWgRIfmoQBb0u
1u6ipfZI9sM905fKvEe3g8,Khel Abhi Baaki Hai - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,200000,,101,0.72,0.59,0.55,-13.8,True,hindi,https://open.spotify.com/track/1u6ipfZI9sM905fKvEe3g8
6EQvShIY9sHis6kYt5hx7Q,Khel Shuru - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,200000,,114,0.65,0.86,0.3,-8.4,True,hindi,https://open.spotify.com/track/6EQvShIY9sHis6kYt5hx7Q
7b1xtIiFjQb46WpyowBgDi,Khel Shuru - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Indie-2026,50,200000,,130,0.76,0.77,0.36,-9.3,True,hindi,https://open.spotify.com/track/7b1xtIiFjQb46WpyowBgDi
1QhEndOm8mJYf7f2OVoOSR,"Khoon Choos Le (From ""Go Goa Gone"") - 132 BPM",Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,Workout Bollywood Style: 60 Mins Non Stop Mix,50,105040,,155,0.83,0.89,0.87,-7.6,True,hindi,https://open.spotify.com/track/1QhEndOm8mJYf7f2OVoOSR
4dhNAIaVqJNjLWPM2YSczu,Khoon Mein Josh - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,220000,,144,0.85,0.52,0.51,-11.6,True,hindi,https://open.spotify.com/track/4dhNAIaVqJNjLWPM2YSczu
3Jd1yxcUQLdfBJcsxFtYzj,Khutti,"Diljit Dosanjh, Saweetie",2FKWNmZWDBZR4dE5KX4plR|6cK3NBO6uP7hh0oyuVELFl,Khutti,50,132771,,110,0.54,0.44,0.31,-5.1,True,hindi,https://open.spotify.com/track/3Jd1yxcUQLdfBJcsxFtYzj
59mAkKONcJ9m5l6AlG7xGZ,Kill - Kaawaa Kaawaa,"Shashwat Sachdev, Sudhir Yaduvanshi, Sanj V",465OXuCU8YZNmVG1leLwQ9|586UieDtNlK2F8hEMayYbb|7MaN8aWhx4Q2JKIZ7YSp8k,Kill (Kaawaa Kaawaa),50,195300,,155,0.55,0.68,0.55,-12.5,True,english,https://open.spotify.com/track/59mAkKONcJ9m5l6AlG7xGZ
3IaDBtq3cgGk9XOQC2NX5t,Kill - Kaawaa Kaawaa,"Shashwat Sachdev, Sudhir Yaduvanshi, Sanj V",465OXuCU8YZNmVG1leLwQ9|586UieDtNlK2F8hEMayYbb|7MaN8aWhx4Q2JKIZ7YSp8k,Kill (Original Motion Picture Soundtrack),50,195300,,136,0.88,0.48,0.5,-10.2,True,hindi,https://open.spotify.com/track/3IaDBtq3cgGk9XOQC2NX5t
5LPIcmzwAplKsXoS9webJk,Killa,"Dilpreet Dhillon, Sultaan, Desi Crew",5CGQa62CAweD76eHlDmp1m|7frYUe4C7A42uZqCzD34Y4|6lMIhndzcevFkVWSJnXPt2,New Beginnings,50,217931,,96,0.82,0.84,0.41,-11.8,True,hindi,https://open.spotify.com/track/5LPIcmzwAplKsXoS9webJk
2kiRrQqFKQ3MGLhcAwHsty,Killa,"Dilpreet Dhillon, Sultaan, Desi Crew",5CGQa62CAweD76eHlDmp1m|7frYUe4C7A42uZqCzD34Y4|6lMIhndzcevFkVWSJnXPt2,Killa,50,217931,,136,0.54,0.68,0.39,-7.4,True,hindi,https://open.spotify.com/track/2kiRrQqFKQ3MGLhcAwHsty
5h5z6chD6MFiM07t0n13uK,Killer On The Loose,"Rex Vijayan, The Imbachi",0LbVwcfU9ifwvdgDPLgOxZ|4ZUtfxl9eSCS2TVCirtxef,Rifle Club (Original Motion Picture Soundtrack),50,182867,,102,0.66,0.57,0.36,-6.9,True,english,https://open.spotify.com/track/5h5z6chD6MFiM07t0n13uK
1zENh0Y83ZWiXXsKIFCvky,"Killer On The Loose - From ""Rifle Club""","Rex Vijayan, The Imbachi",0LbVwcfU9ifwvdgDPLgOxZ|6Q5mtoNuWSiO8oKBh0fwlz,"Killer On The Loose (From ""Rifle Club"")",50,182867,,132,0.75,0.63,0.77,-7.2,True,english,https://open.spotify.com/track/1zENh0Y83ZWiXXsKIFCvky
1BpvuKIG7jK5EiTp2tv5z8,King Shit,Shubh,5r3wPya2PpeTTsXsGhQU8O,Leo,50,226933,,131,0.5,0.86,0.35,-12.7,True,hindi,https://open.spotify.com/track/1BpvuKIG7jK5EiTp2tv5z8
2DlSh85VhqrX3QZyFTF2Ln,Kingston Town,Rainbow Connection,5FjOt49I5funBLtlBY4U7t,Running Workout Reggae Hits,50,220822,,127,0.79,0.77,0.81,-12.8,True,english,https://open.spotify.com/track/2DlSh85VhqrX3QZyFTF2Ln
5nIrIdLPPXeRMl8WXnnDv1,Knife Brows,Dhanda Nyoliwala,2rN8LHqK4TBI7y3d9POvJb,DNW Vol. 1,50,175909,,172,0.5,0.4,0.48,-5.7,True,hindi,https://open.spotify.com/track/5nIrIdLPPXeRMl8WXnnDv1
0Tgpz39v8JfkKCfEbAHKlt,Koka,"Diljit Dosanjh, Sargi Maan, Avvy Sra",2FKWNmZWDBZR4dE5KX4plR|2WcrD17Io276ir3miEHCrc|4qjiRRFcM4WZ0aJ3IHdWPN,Babe Bhangra Paunde Ne,50,150566,,165,0.58,0.74,0.8,-6.1,True,hindi,https://open.spotify.com/track/0Tgpz39v8JfkKCfEbAHKlt
4rr99GjdNDawauU78yf5eY,"Kotha Raja (From ""King of Kotha (Tamil)"")","Jakes Bejoy, Asal Kolaar, Dabzee, Roll Rida, Resmi Sateesh, Mu.Ri",3Q80PCEUBCiRhLSWdQApNt|4b1WCDqAVVgxK7KozLkOqc|2JJKoRrK7Eec7jlcjFB7sc|6xikG2kDoIZnB78TBPXlkj|3Fj6TOcW3jdLmiHGaXLMAX|6XaKvCWc54LHjReFGiQBDm,Gym Blast (Tamil),50,273230,,178,0.64,0.43,0.8,-6.9,True,hindi,https://open.spotify.com/track/4rr99GjdNDawauU78yf5eY
3zYv3ZPh9mHqLXDA7Ijor3,"Kukkad (From ""Student of the Year"") - 138 - 142 BPM","Vishal-Shekhar, Shahid Mallya, Nisha Mascarenhas, Marianne D'Cruz Aiman",6Mv8GjQa7LKUGCAqa9qqdb|4LnYRxNZVCTsDCO2xKjOn8|06rb04GGkUUP0nZMWEs0P6|5kXfKycKZbS90vKTz62joF,Workout Bollywood Style: 30 Mins Non Stop Mix,50,87520,,172,0.44,0.75,0.38,-5.9,True,hindi,https://open.spotify.com/track/3zYv3ZPh9mHqLXDA7Ijor3
59eQ2EL5JegmmCiLozs3kI,"Kukkad (From ""Student of the Year"") - 139 BPM","Vishal-Shekhar, Shahid Mallya, Nisha Mascarenhas, Marianne D'Cruz Aiman",6Mv8GjQa7LKUGCAqa9qqdb|4LnYRxNZVCTsDCO2xKjOn8|06rb04GGkUUP0nZMWEs0P6|5kXfKycKZbS90vKTz62joF,Workout Bollywood Style: 60 Mins Non Stop Mix,50,143013,,149,0.56,0.5,0.52,-10.3,True,hindi,https://open.spotify.com/track/59eQ2EL5JegmmCiLozs3kI
72Knl6oBSAmZ7C4SFNsPd2,LC,"DJ Flow, Sultaan, Balkar",3MP2WJg5D3bmH5Mz2scPF8|7frYUe4C7A42uZqCzD34Y4|6zNY19Sp24dlHukMG0CC3k,LC,50,150000,,93,0.79,0.3,0.38,-6.8,True,hindi,https://open.spotify.com/track/72Knl6oBSAmZ7C4SFNsPd2
2UwjBlZ4wUxnmXUeZDgAeS,LEVEL,"Sardar Khehra, Rass",3YhEUyspZuU7pfEzmpFCsP|3rDMzoRvRb5XfbZTk2gHCK,LEVEL,50,155483,,139,0.6,0.39,0.31,-8.7,True,hindi,https://open.spotify.com/track/2UwjBlZ4wUxnmXUeZDgAeS
1y8LzqiVXnR4fZ1eyTgSPw,LIAR - Slowed,DrDeagle,0JFdYafPV1FuaD6n0mMAwi,LIAR (Versions),50,68464,,148,0.66,0.79,0.49,-15.0,True,english,https://open.spotify.com/track/1y8LzqiVXnR4fZ1eyTgSPw
005VuwsJ7nIkFtoZnRxehn,LMK,"BIG KAY SMG, Baggh-e SMG, Farmaan SMG",0z4Mzficie9vUzDmz4Hy9G|4eu7AyzvnafwOygTQlfAMu|3yXzSYXBOTZ0m1QAfjlzKK,LMK,50,190400,,107,0.44,0.72,0.4,-9.9,True,hindi,https://open.spotify.com/track/005VuwsJ7nIkFtoZnRxehn
4npGVDvE1vwfoDEShx8RPi,LOCKED IN x GRIND MODE,MNTLKODE,7ujUzuzX8JKiYqzxToUuBn,LOCKED IN x GRIND MODE,50,229760,,105,0.56,0.65,0.76,-10.2,True,english,https://open.spotify.com/track/4npGVDvE1vwfoDEShx8RPi
5ZCGdtyN2D5WtFbRNRdubL,La Bamba - Fitness Version,Movimento Latino,1m6Vx26zhIJQZn5bCeWgDE,Ultra Cycling Latin Hits 2021 Workout Compilation (Fitness Version),50,240974,,142,0.82,0.72,0.36,-14.3,True,english,https://open.spotify.com/track/5ZCGdtyN2D5WtFbRNRdubL
3O1x5ZVDZ8ZNjmzQzkmHW6,La La La,"Shashwat Sachdev, Bjorn Surrao",465OXuCU8YZNmVG1leLwQ9|6WaQm4n7YfvvH7r94yMAeu,Gym Vibes Bollywood,50,138112,,146,0.82,0.67,0.42,-11.9,True,hindi,https://open.spotify.com/track/3O1x5ZVDZ8ZNjmzQzkmHW6
75eA4ywLGO3G1OxQa6atYY,"Laal Ghaghra - From ""Good Newwz""","Neha Kakkar, Herbie Sahara, Manj Musik",5f4QpKfy7ptCHwTqspnSJI|1SFZj1QftOmRhmnB7TgOlc|7IVzXMMN7fFi7PXxPhXcAB,Bollywood Workout Hits,50,268888,,98,0.74,0.63,0.36,-6.5,True,hindi,https://open.spotify.com/track/75eA4ywLGO3G1OxQa6atYY
6sAvOaWpSN2ljC7xEVjV3L,Laila Main Laila,Pawni Pandey,3hmboaiYDw7hqBWQZ5TJQX,Bollywood Workout Hits,50,306582,,165,0.72,0.7,0.71,-5.8,True,hindi,https://open.spotify.com/track/6sAvOaWpSN2ljC7xEVjV3L
2oenSXLDbWVaaL7QjSGYj5,Lalkara,"Diljit Dosanjh, Intense, Sultaan",2FKWNmZWDBZR4dE5KX4plR|0OS0NZnK7TGIAWx8MkWNFN|7frYUe4C7A42uZqCzD34Y4,Ghost,50,160500,,165,0.82,0.51,0.75,-6.6,True,hindi,https://open.spotify.com/track/2oenSXLDbWVaaL7QjSGYj5
5fnCBCa4j1F2ehaqwTp1OP,Lamberghini Remix By DJ Chetas,"The Doorbeen, Ragini Tandan",5Yz2RjLWPx1PcIRoiot9Sc|2yuGX61xWhx2Mhhmu1i5WA,Lamberghini Remix,50,304251,,99,0.78,0.53,0.85,-5.5,True,hindi,https://open.spotify.com/track/5fnCBCa4j1F2ehaqwTp1OP
4ObmgodHOEZd54Kaao8Iov,Lamberghini Remix By DJ Chetas,The Doorbeen,5Yz2RjLWPx1PcIRoiot9Sc,Punjabi Hits War Of The Dj's,50,304251,,128,0.68,0.85,0.62,-5.3,True,hindi,https://open.spotify.com/track/4ObmgodHOEZd54Kaao8Iov
